"team","pos","name","points","overall_rank","name_info","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","year","overallRank","positionRank","vor"
"DEN","RB","TERRELLDAVIS",360.5,1,"Terrell Davis*+",26,16,16,0,0,0,0,0,392,2008,5.12,21,25,217,8.68,2,361,233,1,1,0,0,0,200.8,126,21.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2,1,280.2
"ATL","RB","JAMALANDERSON",312.5,2,"Jamal Anderson*+",26,16,16,0,2,0,0,0,410,1846,4.5,14,27,319,11.81,2,315,187,2,2,0,0,0,184.6,84,31.9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,3,2,232.2
"IND","RB","MARSHALLFAULK",282.7,4,"Marshall Faulk*",25,16,15,0,0,0,0,0,324,1319,4.07,6,86,908,10.56,4,283,155,3,4,0,0,0,131.9,36,90.8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,5,3,202.4
"JAX","RB","FREDTAYLOR",266.4,6,"Fred Taylor",22,15,12,0,0,0,0,0,264,1223,4.63,14,44,421,9.57,3,266,139,5,6,0,0,0,122.3,84,42.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,6,4,186.1
"SFO","RB","GARRISONHEARST",264.5,5,"Garrison Hearst*",27,16,16,0,0,0,0,0,310,1570,5.06,7,39,535,13.72,2,267,139,4,5,0,0,0,157,42,53.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,8,5,184.2
"SFO","QB","STEVEYOUNG",368.2,3,"Steve Young*",37,15,15,322,517,4170,36,12,70,454,6.49,6,0,0,NA,0,376,179,1,3,166.8,144,-24,45.4,36,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,1,1,182.96
"DAL","RB","EMMITTSMITH",240.7,8,"Emmitt Smith*",29,16,16,0,0,0,0,0,319,1332,4.18,13,27,175,6.48,2,241,113,6,8,0,0,0,133.2,78,17.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,11,6,160.4
"SEA","RB","RICKYWATTERS",219.24,10,"Ricky Watters",29,16,16,1,1,1,1,0,319,1239,3.88,9,52,373,7.17,0,221,94,7,10,0.04,4,0,123.9,54,37.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,17,7,138.94
"NYJ","RB","CURTISMARTIN",219.2,12,"Curtis Martin*",25,15,15,0,0,0,0,0,369,1287,3.49,8,43,365,8.49,1,219,92,8,12,0,0,0,128.7,48,36.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,18,8,138.9
"NWE","RB","ROBERTEDWARDS",216.6,13,"Robert Edwards",24,16,15,0,0,0,0,0,291,1115,3.83,9,35,331,9.46,3,217,89,9,13,0,0,0,111.5,54,33.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,19,9,136.3
"MIN","WR","RANDYMOSS",233.7,7,"Randy Moss*+",21,16,11,0,0,0,0,0,1,4,4,0,69,1313,19.03,17,238,115,1,7,0,0,0,0.4,0,131.3,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,12,1,123
"DET","RB","BARRYSANDERS",202,15,"Barry Sanders*",30,16,16,0,0,0,0,0,343,1491,4.35,4,37,289,7.81,0,202,75,10,15,0,0,0,149.1,24,28.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,23,10,121.7
"GNB","WR","ANTONIOFREEMAN",226.9,9,"Antonio Freeman*+",26,15,15,0,0,0,0,0,3,5,1.67,0,84,1424,16.95,14,229,106,2,9,0,0,0,0.5,0,142.4,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,15,2,116.2
"TEN","RB","EDDIEGEORGE",196.4,16,"Eddie George*",25,16,16,0,0,0,0,0,348,1294,3.72,5,37,310,8.38,1,198,71,11,16,0,0,0,129.4,30,31,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,27,11,116.1
"MIN","RB","ROBERTSMITH",195.8,19,"Robert Smith*",26,14,14,0,0,0,0,0,249,1187,4.77,6,28,291,10.39,2,196,68,12,19,0,0,0,118.7,36,29.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,28,12,115.5
