"name","pos","team","projections","vor","simulation","sdPick","sdPts","risk","avgCost","inflatedCost","bidUpTo","bidUpToSim"
"Dexter McCluster","WR","KC",77.5825,-72.6941666666667,0,35.6,11.1920891890954,6.74737200165543,1,1,1,1
"Brandon Gibson","WR","MIA",77.45,-72.8266666666667,0,20.8,7.60457904132986,4.59637918631787,1,1,1,1
"Davone Bess","WR","CLE",77.3125,-72.9641666666667,0,26.6,16.7855623726662,6.76900387536993,1,1,1,1
"Willis McGahee","RB","FA",46.2075,-73.6633333333333,0.693147180559945,23.4,32.0922374765301,9.05427882206708,3.3,4,1,1
"Markus Wheaton","WR","PIT",75.905,-74.3716666666667,1.09861228866811,29.1,22.3837109091075,7.98608940858973,1,1,1,1
"Benjamin Watson","TE","NO",38.9,-74.7125,0,NA,13.4853759526138,6.06545883228772,1,1,1,1
"Bilal Powell","RB","NYJ",44.7225,-75.1483333333333,0,20.55,12.4414228110172,5.39759056986526,1,1,1,1
"Ronnie Brown","RB","SD",43.8225,-76.0483333333333,0,31.5,4.63636756164421,5.20031252393142,1,1,1,1
"Evan Royster","RB","WAS",43.8175,-76.0533333333333,0,36.5,7.30658008236412,6.17637886931173,1,1,1,1
"E.J. Manuel","QB","BUF",147.554,-76.202,3.29583686600433,34.2,41.4359403537557,11.7741461306432,1,1,1,1
"Lance Kendricks","TE","STL",37.375,-76.2375,0,NA,13.9831669636507,6.23572020346068,1,1,1,1
"Tom Crabtree","TE","TB",37.225,-76.3875,0,NA,12.4236056184386,5.70229744737072,1,1,1,1
"Montario Hardesty","RB","CLE",43.38,-76.4908333333333,0,30.4,8.61515945272247,5.76648199779975,1,1,1,1
"Leonard Hankerson","WR","WAS",73.63,-76.6466666666667,0.693147180559945,37.3,24.1084255132758,9.13288509959217,1,1,1,1
"Andrew Hawkins","WR","CIN",72.045,-78.2316666666667,0,19.6,5.95497760980957,4.18960987227727,1,1,1,1
"Jonathan Dwyer","RB","PIT",41.1,-78.7708333333333,0,22.65,10.7980251618448,5.33469599137397,1.4,2,1,1
"David Thomas","TE",NA,33.875,-79.7375,NA,NA,NA,NA,1,1,1,1
"DuJuan Harris","RB","GB",40.015,-79.8558333333333,0,31.5,9.05119432726974,5.95532260038962,1,1,1,1
"Donald Brown","RB","IND",40.0075,-79.8633333333333,0,25.1,8.10912201756968,5.12936132078474,1,1,1,1
"Vance McDonald","TE","SF",33.45,-80.1625,0,NA,15.6800928728117,6.81612628887952,1,1,1,1
"Roy Helu","RB","WAS",39.4175,-80.4533333333333,0,28.4,13.13256591455,6.33126900839737,1,1,1,1
"Nate Washington","WR","TEN",69.6,-80.6766666666667,0,20,9.14200683999416,4.77619898157019,1,1,1,1
"Jarius Wright","WR","MIN",69.1675,-81.1091666666667,0,33.8,9.46767405878198,6.26547850038958,1,1,1,1
"Gavin Escobar","TE","DAL",32.3,-81.3125,NA,NA,NA,NA,1,1,1,1
"Christine Michael","RB","SEA",38.49,-81.3808333333333,0,19.75,7.26759112286641,4.42967143734718,1,1,1,1
"Latavius Murray","RB","OAK",38.045,-81.8258333333333,0,21,10.084166528937,5.04120719465131,1,1,1,1
"John Kuhn","RB","GB",36.995,-82.8758333333333,0,NA,21.2790046661805,8.73114359107945,1,1,1,1
"Jason Snelling","RB","ATL",36.375,-83.4958333333333,0,NA,3.206536293261,2.54974782974744,1,1,1,1
"Mike James","RB","TB",36.2125,-83.6583333333333,0,24.3,6.80236723501459,4.82277777064933,1,1,1,1
"Jon Baldwin","WR","KC",65.8625,-84.4141666666667,0,14.7,13.0554686019563,4.89488744585631,1,1,1,1
"Brandon Bolden","RB","NE",35.11,-84.7608333333333,0,31.8,8.51990475787924,5.89562798396028,1,1,1,1
"Charles Clay","TE","MIA",28.775,-84.8375,0,NA,0.0707106781186558,1.4771893520819,1,1,1,1
"Anthony McCoy","TE","SEA",28.5375,-85.075,0,NA,4.71993776442021,3.06738234684721,1,1,1,1
"Stepfan Taylor","RB","ARI",33.865,-86.0058333333333,0,29.2,14.7457036115609,6.69024922094995,1,1,1,1
"Domenik Hixon","WR","CAR",63.8,-86.4766666666667,0,44.5,6.04777851776998,6.79216622095372,1,1,1,1
"T.J. Graham","WR","BUF",63.725,-86.5516666666667,0,17,17.39375,5.87573778831018,1,1,1,1
"Mychal Rivera","TE","OAK",26.9375,-86.675,NA,NA,NA,NA,1,1,1,1
"Earl Bennett","WR","CHI",63.5,-86.7766666666667,0,NA,11.2468328875288,5.29980135105458,1,1,1,1
"Felix Jones","RB","PHI",32.885,-86.9858333333333,0,26,14.0929249388952,6.24618753549015,1,1,1,1
"David Paulson","TE","PIT",26.5875,-87.025,0,NA,12.4008851750591,5.69452628686824,1,1,1,1
"Andre Ellington","RB","ARI",32.54,-87.3308333333333,0,32.6,5.32759873989524,5.43279601241467,1,1,1,1
"Craig Stevens","TE","TEN",26.275,-87.3375,0,NA,19.4277588131004,8.09795486260669,1,1,1,1
"Jacoby Ford","WR","OAK",62.8175,-87.4591666666667,0,43.8,4.23207322124748,6.40893181788901,1,1,1,1
"Jeff King","TE","ARI",25.95,-87.6625,0,NA,5.55097589017763,3.35162550843767,1,1,1,1
"Virgil Green","TE","DEN",25.7,-87.9125,0,NA,12.9400540957138,5.87894030337144,1,1,1,1
"Brian Leonard","RB","TB",31.5825,-88.2883333333333,0,NA,13.5755769521348,6.09631062655301,1,1,1,1
"Logan Paulsen","TE","WAS",25.1,-88.5125,NA,NA,NA,NA,1,1,1,1
"Harry Douglas","WR","ATL",61.4875,-88.7891666666667,0,NA,8.83319010300544,4.47425384034605,1,1,1,1
"Matt Spaeth","TE","PIT",24.4625,-89.15,NA,NA,NA,NA,1,1,1,1
"Shaun Draughn","RB","KC",30.5325,-89.3383333333333,0,39,14.5993841907801,7.68327917916764,1,1,1,1
"Kellen Davis","TE","CLE",24.2125,-89.4,NA,NA,NA,NA,1,1,1,1
"Justin Hunter","WR","TEN",60.8425,-89.4341666666667,0,28.6,8.55120337535406,5.56855508980567,1,1,1,1
"Chris Ogbonnaya","RB","CLE",29.895,-89.9758333333333,0,NA,0.11136931803688,1.4910959828346,1,1,1,1
"Juron Criner","WR","OAK",60.2075,-90.0691666666667,0,NA,8.17061885661056,4.24763205246771,1,1,1,1
"John Carlson","TE","MIN",23.525,-90.0875,NA,NA,NA,NA,1,1,1,1
"LeGarrette Blount","RB","NE",29.6625,-90.2083333333333,0,33.6,10.481429311724,6.41807120857727,1,1,1,1
"Michael Hoomanawanui","TE","NE",23.125,-90.4875,NA,NA,NA,NA,1,1,1,1
"Richard Gordon","TE","OAK",22.6625,-90.95,NA,NA,NA,NA,1,1,1,1
"Luke Willson","TE","SEA",21.6375,-91.975,NA,NA,NA,NA,1,1,1,1
"Jordan Reed","TE","WAS",21.6125,-92,0,NA,1.05182133701499,1.81276239850576,1,1,1,1
"Terrance Williams","WR","DAL",58.125,-92.1516666666667,0,49.5,11.8139130548124,8.29768761459369,1,1,1,1
"John Phillips","TE","SD",21.05,-92.5625,NA,NA,NA,NA,1,1,1,1
"D.J. Williams","TE","GB",20.9625,-92.65,NA,NA,NA,NA,1,1,1,1
"Jorvorski Lane","RB","MIA",27.12,-92.7508333333333,NA,NA,NA,NA,1,1,1,1
"Mario Manningham","WR","SF",57.3125,-92.9641666666667,0,43.2,10.587126124843,7.4334236139871,1,1,1,1
"Lee Smith","TE","BUF",20.4875,-93.125,NA,NA,NA,NA,1,1,1,1
"Delone Carter","RB","IND",26.3575,-93.5133333333333,0,NA,14.7087769290992,6.48390336650464,1,1,1,1
"Chris Gragg","TE","BUF",20.0375,-93.575,NA,NA,NA,NA,1,1,1,1
"Keenan Allen","WR","SD",56.6625,-93.6141666666667,0,18.3,6.4954350957679,4.14698939277469,1,1,1,1
"Jason Avant","WR","PHI",56.3,-93.9766666666667,0,39.8,20.6860091985501,8.80730141394156,1,1,1,1
"Andrew Quarless","TE","GB",19.5,-94.1125,NA,NA,NA,NA,1,1,1,1
"Dion Lewis","RB","CLE",25.5875,-94.2833333333333,0,56.3,3.99856093905461,7.66753432641521,1,1,1,1
"Nick Kasa","TE","OAK",19.225,-94.3875,NA,NA,NA,NA,1,1,1,1
"Michael Palmer","TE",NA,18.95,-94.6625,NA,NA,NA,NA,1,1,1,1
"Vonta Leach","RB","BAL",24.805,-95.0658333333333,0,NA,1.29383876507083,1.89554054884379,1,1,1,1
"Adrien Robinson","TE","NYG",18.425,-95.1875,NA,NA,NA,NA,1,1,1,1
"Leon Washington","RB","NE",24.5475,-95.3233333333333,0,NA,8.79575785535277,4.46145074493026,1,1,1,1
"Garrett Celek","TE","SF",18.2625,-95.35,NA,NA,NA,NA,1,1,1,1
"Daniel Fells","TE","NE",18.125,-95.4875,NA,NA,NA,NA,1,1,1,1
"Michael Jenkins","WR","NE",54.2,-96.0766666666667,0,NA,8.09637264458597,4.22223733544104,1,1,1,1
"Julian Edelman","WR","NE",53.8925,-96.3841666666667,0,26,19.6592958821859,7.19813115063067,1.1,2,1,1
"Taylor Thompson","TE","TEN",16.85,-96.7625,NA,NA,NA,NA,1,1,1,1
"Dwayne Harris","WR","DAL",53.5,-96.7766666666667,0,28.7,2.56884377363306,4.55585867196136,1,1,1,1
"Orson Charles","TE","CIN",16.775,-96.8375,NA,NA,NA,NA,1,1,1,1
"Armando Allen","RB","CHI",23.0325,-96.8383333333333,0,NA,7.39083568233886,3.98091981876842,1,1,1,1
"Tiquan Underwood","WR","TB",53.405,-96.8716666666667,0,NA,8.45596978471423,4.34523172624084,1,1,1,1
"Jordan Shipley","WR","JAC",52.3625,-97.9141666666667,0,NA,16.5150720303203,7.10171741669457,1,1,1,1
"William Powell","RB","ARI",21.8825,-97.9883333333333,NA,NA,NA,NA,1,1,1,1
"Travis Benjamin","WR","CLE",52.2025,-98.0741666666667,0,NA,2.154907915666,2.19005533718772,1,1,1,1
"Ladarius Green","TE","SD",15.45,-98.1625,NA,NA,NA,NA,1,1,1,1
"Joe McKnight","RB","NYJ",21.6825,-98.1883333333333,0,1.5,11.7299127056996,3.29693982379471,1,1,1,1
"Julius Thomas","TE","DEN",14.5375,-99.075,NA,38.4,NA,8.79541145247404,1,2,1,1
"Lance Dunbar","RB","DAL",20.79,-99.0808333333333,0,28.6,4.38311057735638,4.85574069658787,1,1,1,1
"Michael Williams","TE","DET",14.425,-99.1875,NA,NA,NA,NA,1,1,1,1
"Will Johnson","RB","PIT",20.62,-99.2508333333333,NA,NA,NA,NA,1,1,1,1
"Jamie Harper","RB",NA,20.15,-99.7208333333333,0,NA,5.90434162290767,3.47248854703458,1,1,1,1
"James Starks","RB","GB",19.825,-100.045833333333,0,6,10.7964789785065,3.60478020414887,1,1,1,1
"Bernard Scott","RB","CIN",19.35,-100.520833333333,0,36.5,4.14344361612415,5.63542901283754,1,1,1,1
"Jacob Hester","RB","DEN",19.3225,-100.548333333333,NA,NA,NA,NA,1,1,1,1
"Braylon Edwards","WR",NA,49.625,-100.651666666667,NA,36.7,NA,8.4422093721964,1,1,1,1
"Niles Paul","TE","WAS",12.95,-100.6625,NA,NA,NA,NA,1,1,1,1
"Phillip Tanner","RB","DAL",18.8275,-101.043333333333,0,NA,4.24617622102522,2.90533986677227,1,1,1,1
"Hayden Smith","TE","NYJ",12.525,-101.0875,NA,NA,NA,NA,1,1,1,1
"Evan Moore","TE",NA,12.375,-101.2375,NA,NA,NA,NA,1,1,1,1
"Michael Robinson","RB","SEA",18.47,-101.400833333333,0,NA,4.68104689145494,3.05408035221419,1,1,1,1
"Steve Maneri","TE","CHI",12.1,-101.5125,NA,NA,NA,NA,1,1,1,1
"Jerome Simpson","WR","MIN",48.425,-101.851666666667,0,25.5,3.84718511815241,4.44205118428282,1,1,1,1
"Blaine Gabbert","QB","JAC",121.88,-101.876,0.693147180559945,28.5,35.0201911426347,10.0848115608061,1,1,1,1
"Michael Egnew","TE","MIA",11.7125,-101.9,NA,NA,NA,NA,1,1,1,1
"Alex Green","RB","GB",17.965,-101.905833333333,0,NA,2.34405897963341,2.25475140199376,1,1,1,1
"Jerricho Cotchery","WR","PIT",48.2375,-102.039166666667,0,NA,13.491496164251,6.06755215177748,1,1,1,1
"Lance Ball","RB","DEN",17.7775,-102.093333333333,NA,NA,NA,NA,1,1,1,1
"Taiwan Jones","RB","OAK",17.625,-102.245833333333,NA,NA,NA,NA,1,1,1,1
"Anthony Dixon","RB","SF",17.425,-102.445833333333,NA,NA,NA,NA,1,1,1,1
"James Hanna","TE","DAL",11.15,-102.4625,NA,NA,NA,NA,1,1,1,1
"Sean McGrath","TE","SEA",11.05,-102.5625,NA,NA,NA,NA,1,1,1,1
"Chase Coffman","TE","ATL",11.0375,-102.575,NA,NA,NA,NA,1,1,1,1
"Cedric Peerman","RB","CIN",17.205,-102.665833333333,NA,NA,NA,NA,1,1,1,1
"Konrad Reuland","TE","NYJ",10.85,-102.7625,NA,NA,NA,NA,1,1,1,1
"Kenjon Barner","RB","CAR",16.8425,-103.028333333333,0,NA,4.04111525448112,2.83520207688908,1,1,1,1
"Dion Sims","TE","MIA",10.5625,-103.05,NA,NA,NA,NA,1,1,1,1
"Tashard Choice","RB","BUF",16.6675,-103.203333333333,0,NA,3.72371873937869,2.72664172793002,1,1,1,1
"Matthew Mulligan","TE","GB",10.3375,-103.275,NA,NA,NA,NA,1,1,1,1
"Montell Owens","RB","DET",16.5275,-103.343333333333,0,NA,3.55497934241537,2.66892714397636,1,1,1,1
"Danny Ware","RB",NA,16.07,-103.800833333333,NA,NA,NA,NA,1,1,1,1
"Clay Harbor","TE","PHI",9.7625,-103.85,0,NA,0.892722311248016,1.75834514773432,1,1,1,1
"Cedric Benson","RB","FA",15.9975,-103.873333333333,0,25,29.5057982119617,8.77816668854262,1,1,1,1
"Kevin Ogletree","WR","TB",46.4,-103.876666666667,0,NA,16.5463785533018,7.11242530697647,1,1,1,1
"Bear Pascoe","TE","NYG",9.6125,-104,NA,NA,NA,NA,1,1,1,1
"Ryan Torain","RB","NYG",15.7825,-104.088333333333,NA,NA,NA,NA,1,1,1,1
"Keiland Williams","RB","WAS",15.76,-104.110833333333,NA,NA,NA,NA,1,1,1,1
"Jed Collins","RB","NO",15.6075,-104.263333333333,0,NA,2.11071374184185,2.17493943419565,1,1,1,1
"Michael Crabtree","WR","SF",45.755,-104.521666666667,0,30.4,13.9706622292932,6.68236358850988,1.3,2,1,1
"Quinton Patton","WR","SF",45.5425,-104.734166666667,0,57.2,6.20575656816583,8.13849679338571,1,1,1,1
"Gary Barnidge","TE","CLE",8.775,-104.8375,NA,NA,NA,NA,1,1,1,1
"Brett Brackett","TE","JAC",8.5875,-105.025,NA,NA,NA,NA,1,1,1,1
"Louis Murphy","WR","NYG",44.955,-105.321666666667,0,NA,1.48719814864507,1.96167600136618,1,1,1,1
"Chris Polk","RB","PHI",14.5325,-105.338333333333,0,28.5,1.52558288040998,4.35666681413069,1,1,1,1
"Weslye Saunders","TE","IND",8.1,-105.5125,NA,NA,NA,NA,1,1,1,1
"Levine Toilolo","TE","ATL",8.075,-105.5375,NA,NA,NA,NA,1,1,1,1
"Ryan Griffin","TE","HOU",8.0125,-105.6,NA,NA,NA,NA,1,1,1,1
"Rhett Ellison","TE","MIN",7.925,-105.6875,NA,NA,NA,NA,1,1,1,1
"Michael Turner","RB","FA",14.06,-105.810833333333,1.6094379124341,26,43.9572930524617,11.3534997925329,1.8,2,1,1
"Allen Reisner","TE","JAC",7.8,-105.8125,NA,NA,NA,NA,1,1,1,1
"Mohamed Massaquoi","WR","JAC",44.3075,-105.969166666667,0,NA,0.0477297077300887,1.46932908252602,1,1,1,1
"Le'Ron McClain","RB","SD",13.6125,-106.258333333333,0,NA,2.28790979935836,2.23554648223446,1,1,1,1
"Billy Bajema","TE","BAL",7.25,-106.3625,NA,NA,NA,NA,1,1,1,1
"Tandon Doss","WR","BAL",43.8925,-106.384166666667,0,NA,6.81827713759128,3.78508542091049,1,1,1,1
"Chris ""Beanie"" Wells","RB",NA,13.3025,-106.568333333333,NA,NA,NA,NA,1,1,1,1
"Da'Rel Scott","RB","NYG",13.2425,-106.628333333333,0,NA,4.23733738626039,2.90231668617385,1,1,1,1
"Stedman Bailey","WR","STL",43.5675,-106.709166666667,0,NA,14.3101485695758,6.34755897784346,1,1,1,1
"Cierre Wood","RB","HOU",12.7625,-107.108333333333,NA,NA,NA,NA,1,1,1,1
"Darrel Young","RB","WAS",12.4375,-107.433333333333,NA,NA,NA,NA,1,1,1,1
"D.C. Jefferson","TE","ARI",6,-107.6125,NA,NA,NA,NA,1,1,1,1
"Dorin Dickerson","TE","BUF",5.3125,-108.3,NA,NA,NA,NA,1,1,1,1
"Spencer Ware","RB","SEA",11.375,-108.495833333333,NA,NA,NA,NA,1,1,1,1
"Ben Hartsock","TE","CAR",5.0875,-108.525,NA,NA,NA,NA,1,1,1,1
"Dennis Johnson","RB","HOU",11.25,-108.620833333333,NA,NA,NA,NA,1,1,1,1
"Doug Baldwin","WR","SEA",41.575,-108.701666666667,0,32.9,0.742462120245873,4.67982495868618,1,1,1,1
"Donald Jones","WR","NE",41.38,-108.896666666667,NA,NA,NA,NA,1,1,1,1
"Travaris Cadet","RB","NO",10.805,-109.065833333333,NA,NA,NA,NA,1,1,1,1
"Baron Batch","RB","PIT",10.745,-109.125833333333,NA,NA,NA,NA,1,1,1,1
"Richie Brockel","TE","CAR",4.4,-109.2125,NA,NA,NA,NA,1,1,1,1
"Kyle Adams","TE","CHI",4.3875,-109.225,NA,NA,NA,NA,1,1,1,1
"Jeremy Stewart","RB","OAK",10.46,-109.410833333333,NA,NA,NA,NA,1,1,1,1
"Mike McNeill","TE","STL",4.1875,-109.425,NA,NA,NA,NA,1,1,1,1
"Henry Hynoski","RB","NYG",10.44,-109.430833333333,NA,NA,NA,NA,1,1,1,1
"Evan Rodriguez","TE","MIA",4,-109.6125,0,NA,2.82842712474619,2.4204216987868,1,1,1,1
"Anthony Allen","RB","BAL",10.25,-109.620833333333,0,NA,2.1920310216783,2.20275269570105,1,1,1,1
"Ryan D'Imperio","RB",NA,10.2025,-109.668333333333,NA,NA,NA,NA,1,1,1,1
"Rex Burkhead","RB","CIN",9.99,-109.880833333333,0,NA,4.42648845022779,2.9670127509799,1,1,1,1
"Marvin Jones","WR","CIN",40.1875,-110.089166666667,0,26.1,16.0056451629834,6.58368335380332,1,1,1,1
"Tommy Gallarda","TE","ATL",3.4875,-110.125,NA,NA,NA,NA,1,1,1,1
"Lestar Jean","WR","HOU",40.1125,-110.164166666667,0,NA,1.05182133701499,1.81276239850576,1,1,1,1
"Nate Byham","TE","TB",3.2375,-110.375,NA,NA,NA,NA,1,1,1,1
"Michael Smith","RB","TB",9.2275,-110.643333333333,NA,NA,NA,NA,1,1,1,1
"Tommy Streeter","WR","BAL",39.625,-110.651666666667,0,NA,6.01040764008565,3.50876671421553,1,1,1,1
"Stanley Havili","RB","IND",9.0925,-110.778333333333,NA,NA,NA,NA,1,1,1,1
"Chris Thompson","RB","WAS",9.05,-110.820833333333,NA,NA,NA,NA,1,1,1,1
"Arrelious Benn","WR","PHI",39.425,-110.851666666667,NA,NA,NA,NA,1,1,1,1
"Jim Dray","TE","ARI",2.7125,-110.9,NA,NA,NA,NA,1,1,1,1
"Jerome Felton","RB","MIN",8.9375,-110.933333333333,NA,NA,NA,NA,1,1,1,1
"David Nelson","WR","CLE",39.2625,-111.014166666667,0,NA,11.145770638453,5.26523464189357,1,1,1,1
"Terrance Ganaway","RB","STL",8.745,-111.125833333333,NA,NA,NA,NA,1,1,1,1
"Brody Eldridge","TE","CHI",2.3625,-111.25,NA,NA,NA,NA,1,1,1,1
"Edwin Baker","RB","SD",8.56,-111.310833333333,NA,NA,NA,NA,1,1,1,1
"Lawrence Vickers","RB",NA,8.5525,-111.318333333333,NA,NA,NA,NA,1,1,1,1
"Ryan Taylor","TE","GB",2.275,-111.3375,NA,NA,NA,NA,1,1,1,1
"Brandon Jackson","RB","CLE",8.4125,-111.458333333333,NA,32.7,NA,7.61114565389605,1,1,1,1
"Cyrus Gray","RB","KC",8.4075,-111.463333333333,NA,NA,NA,NA,1,1,1,1
"Kory Sperry","TE","ARI",1.95,-111.6625,NA,NA,NA,NA,1,1,1,1
"Michael Cox","RB","NYG",8.03,-111.840833333333,NA,NA,NA,NA,1,1,1,1
"Eddie Royal","WR","SD",38.405,-111.871666666667,0,NA,9.70150503787943,4.77124693211286,1,1,1,1
"Zack Pianalto","TE","TB",1.675,-111.9375,NA,NA,NA,NA,1,1,1,1
"Bruce Miller","RB","SF",7.9325,-111.938333333333,NA,NA,NA,NA,1,1,1,1
"Jalen Parmele","RB","TEN",7.5375,-112.333333333333,NA,NA,NA,NA,1,1,1,1
"Aaron Hernandez","TE",NA,1.25,-112.3625,NA,NA,NA,NA,10.9,12,1,1
"Colin Cochart","TE","DAL",1.225,-112.3875,NA,NA,NA,NA,1,1,1,1
"Mike Caussin","TE","BUF",1.2,-112.4125,NA,NA,NA,NA,1,1,1,1
"Dan Gronkowski","TE",NA,1.1625,-112.45,NA,NA,NA,NA,1,1,1,1
"Marcus Thigpen","RB","MIA",7.275,-112.595833333333,NA,NA,NA,NA,1,1,1,1
"Geno Smith","QB","NYJ",111.132,-112.624,0,44.1,17.2896300615909,8.67315986285956,1,1,1,1
"Kevin Walter","WR","TEN",37.605,-112.671666666667,0,NA,5.22905464687452,3.24151754931581,1,1,1,1
"Austin Pettis","WR","STL",37.6,-112.676666666667,0,46.5,2.49255140368258,6.39192815903967,1,1,1,1
"Mickey Shuler","TE","MIN",0.8375,-112.775,NA,NA,NA,NA,1,1,1,1
"Kevin Brock","TE",NA,0.775,-112.8375,NA,NA,NA,NA,1,1,1,1
"LaVon Brazill","WR","IND",37.275,-113.001666666667,0,NA,1.13137084989848,1.83997102389147,1,1,1,1
"Kyle Juszczyk","RB","BAL",6.7175,-113.153333333333,NA,NA,NA,NA,1,1,1,1
"Darius Reynaud","RB","TEN",6.6975,-113.173333333333,NA,NA,NA,NA,1,1,1,1
"Fendi Onobun","TE","CHI",0.4125,-113.2,NA,NA,NA,NA,1,1,1,1
"Keshawn Martin","WR","HOU",37.01,-113.266666666667,0,NA,9.6426478901458,4.75111579584429,1,1,1,1
"Isaiah Stanback","TE","NE",0.3375,-113.275,NA,NA,NA,NA,1,1,1,1
"Jonathan Grimes","RB",NA,6.55,-113.320833333333,NA,NA,NA,NA,1,1,1,1
"Brad Smelley","TE","CLE",0.25,-113.3625,NA,NA,NA,NA,1,1,1,1
"Shaun Chapas","RB","DET",6.4475,-113.423333333333,0,NA,4.27976379313158,2.91682795304624,1,1,1,1
"Chris Pressley","RB","CIN",6.355,-113.515833333333,NA,NA,NA,NA,1,1,1,1
"Owen Marecic","RB","CLE",6.3325,-113.538333333333,0,NA,5.86368298298945,3.45858191628187,1,1,1,1
"Quinn Johnson","RB","TEN",6.2925,-113.578333333333,NA,NA,NA,NA,1,1,1,1
"Deji Karim","RB","HOU",6.275,-113.595833333333,NA,NA,NA,NA,1,1,1,1
"Marquise Goodwin","WR","BUF",36.55,-113.726666666667,0,31.4,11.7074851412818,6.39920497794903,1,1,1,1
"Tommy Bohanon","RB","NYJ",6.1275,-113.743333333333,NA,NA,NA,NA,1,1,1,1
"Harvey Unga","RB","CHI",6.1,-113.770833333333,NA,NA,NA,NA,1,1,1,1
"Matt Asiata","RB","MIN",5.5475,-114.323333333333,NA,NA,NA,NA,1,1,1,1
"Deion Branch","WR",NA,35.75,-114.526666666667,NA,NA,NA,NA,1,1,1,1
"Damien Berry","RB","BAL",5.34,-114.530833333333,NA,NA,NA,NA,1,1,1,1
"David Johnson","RB",NA,5.3375,-114.533333333333,NA,NA,NA,NA,1,1,1,1
"Antone Smith","RB","ATL",5.27,-114.600833333333,NA,NA,NA,NA,1,1,1,1
"John Griffin","RB","NYJ",4.8575,-115.013333333333,NA,NA,NA,NA,1,1,1,1
"Lex Hilliard","RB","NYJ",4.6875,-115.183333333333,NA,NA,NA,NA,1,1,1,1
"Anthony Sherman","RB","KC",4.665,-115.205833333333,NA,NA,NA,NA,1,1,1,1
"Theo Riddick","RB","DET",4.48,-115.390833333333,NA,NA,NA,NA,1,1,1,1
"Erik Lorig","RB","TB",4.43,-115.440833333333,NA,NA,NA,NA,1,1,1,1
"Tristan Davis","RB",NA,4.39,-115.480833333333,NA,NA,NA,NA,1,1,1,1
"Dan Herron","RB",NA,4.1,-115.770833333333,NA,NA,NA,NA,1,1,1,1
"Bradie Ewing","RB","ATL",3.75,-116.120833333333,NA,NA,NA,NA,1,1,1,1
"Kerwynn Williams","RB","IND",3.53,-116.340833333333,NA,NA,NA,NA,1,1,1,1
"Tony Fiammetta","RB","NE",3.27,-116.600833333333,NA,NA,NA,NA,1,1,1,1
"Stefan Logan","RB",NA,3.1375,-116.733333333333,NA,NA,NA,NA,1,1,1,1
"Mike Thomas","WR","DET",33.4425,-116.834166666667,0,NA,2.16197898347787,2.19247388166645,1,1,1,1
"Mike Cox","RB",NA,3,-116.870833333333,NA,NA,NA,NA,1,1,1,1
"Tyler Clutts","RB","HOU",2.5875,-117.283333333333,NA,NA,NA,NA,1,1,1,1
"Will Ta'ufo'ou","RB","JAC",2.3775,-117.493333333333,NA,NA,NA,NA,1,1,1,1
"Charles Johnson","WR","CAR",32.6875,-117.589166666667,0,NA,0.839689302659025,1.74020606414384,1,1,1,1
"John Conner","RB","CIN",1.94,-117.930833333333,NA,NA,NA,NA,1,1,1,1
"Chris Gronkowski","RB","SD",1.65,-118.220833333333,NA,NA,NA,NA,1,1,1,1
"Brit Miller","RB",NA,1.515,-118.355833333333,NA,NA,NA,NA,1,1,1,1
"Nate Eachus","RB",NA,1.42,-118.450833333333,NA,NA,NA,NA,1,1,1,1
"Corey McIntyre","RB",NA,1.39,-118.480833333333,NA,NA,NA,NA,1,1,1,1
"Armond Smith","RB","CAR",1.2,-118.670833333333,NA,NA,NA,NA,1,1,1,1
"Manase Tonga","RB",NA,1.15,-118.720833333333,NA,NA,NA,NA,1,1,1,1
"Reagan Maui'a","RB","ARI",1.0875,-118.783333333333,NA,NA,NA,NA,1,1,1,1
"Armon Binns","WR","MIA",31.4875,-118.789166666667,NA,NA,NA,NA,1,1,1,1
"Brock Bolen","RB","JAC",0.9275,-118.943333333333,NA,NA,NA,NA,1,1,1,1
"Thomas Clayton","RB",NA,0.7575,-119.113333333333,NA,NA,NA,NA,1,1,1,1
"Eddie Williams","RB","CLE",0.745,-119.125833333333,NA,NA,NA,NA,1,1,1,1
"Robert Meachem","WR","SD",31.1175,-119.159166666667,0,NA,6.18004668941371,3.56678900972244,1,1,1,1
"Plaxico Burress","WR","PIT",31.05,-119.226666666667,0,NA,18.9681394053291,7.94074947148921,1,1,1,1
"Jordan Todman","RB","JAC",0.6,-119.270833333333,NA,NA,NA,NA,1,1,1,1
"Robert Hughes","RB",NA,0.59,-119.280833333333,NA,NA,NA,NA,1,1,1,1
"Moran Norris","RB",NA,0.5875,-119.283333333333,NA,NA,NA,NA,1,1,1,1
"Josh Vaughan","RB","ATL",0.44,-119.430833333333,NA,NA,NA,NA,1,1,1,1
"Allen Bradford","RB","SEA",0.4,-119.470833333333,NA,NA,NA,NA,1,1,1,1
"Laurent Robinson","WR",NA,30,-120.276666666667,0,NA,21.2132034355964,8.70863734348615,1,1,1,1
"Kenny Stills","WR","NO",29.6125,-120.664166666667,0,33.9,17.9378716570092,7.72441390318893,1,1,1,1
"Riley Cooper","WR","PHI",29.525,-120.751666666667,NA,26.8,NA,6.38532666940303,1,1,1,1
"Aldrick Robinson","WR","WAS",29.425,-120.851666666667,0,NA,8.80347942577252,4.46409178331409,1,1,1,1
"Josh Boyce","WR","NE",29.325,-120.951666666667,0,31.5,4.87807595266822,5.24164874853904,1,1,1,1
